id,titulo,nota,tipo de nota,diretor
8271,Terra de Minas,7.8,0 a 10,Martin Zandvliet
8272,Terra de Ninguém,5.9,0 a 10,Robert Edwards
8273,Terra dos Faraós,6.3,0 a 10,Howard Hawks
8274,Terra dos Mortos,6.18,0 a 10,George A. Romero
8275,Terra dos Sonhos,7.354,0 a 10,Francis Lawrence
8276,Terra à Deriva,6.62,0 a 10,Frant Gwo
8277,Terra à Deriva 2,7.225,0 a 10,Frant Gwo
8278,Terremoto,6.748,0 a 10,John Andreas Andersen
8279,Terremoto Magnitude 9.5,7.55,0 a 10,Oxide Chun Pang
8280,Terremoto: A Falha de San Andreas,6.245,0 a 10,Brad Peyton
8281,Terrifier,6.301,0 a 10,Damien Leone
8282,Terrifier 2,6.75,0 a 10,Damien Leone
8283,Terrifier 3,0.0,0 a 10,Damien Leone
8284,Terrifier: O Início,5.736,0 a 10,Damien Leone
8285,Território Restrito,6.1,0 a 10,Wayne Kramer
8286,Território Virgem,4.782,0 a 10,David Leland
8287,Terror em Amityville,6.289,0 a 10,Stuart Rosenberg
8288,Terror em Mercy Falls,6.517,0 a 10,Jaume Balagueró
8289,Terror em Silent Hill,6.571,0 a 10,Christophe Gans
8290,Terror nas Profundezas,5.5,0 a 10,Marcus Adams
8291,Terror nas Trevas,6.919,0 a 10,Lucio Fulci
8292,Terror no Deserto,5.734,0 a 10,Neil Marshall
8293,Terror no Estúdio 666,6.009,0 a 10,BJ McDonnell
8294,Terror no Pântano,5.771,0 a 10,Adam Green
8295,Terror no Pântano 3,5.669,0 a 10,BJ McDonnell
8296,Terror no Pântano 4,5.7,0 a 10,Adam Green
8297,Terrorismo Americano: O Atentado de Oklahoma City,7.286,0 a 10,Marc Levin
8298,Tess - Uma Lição de Vida,7.04,0 a 10,Roman Polanski
8299,Testamento: As Parábolas Recontadas,8.0,0 a 10,Paul Syrstad
8300,Testemunha de Acusação,8.2,0 a 10,Billy Wilder
8301,Testemunha do Crime,6.2,0 a 10,Roy Rowland
8302,Tetris,7.73,0 a 10,Jon S. Baird
8303,Thabo - Das Nashornabenteuer,6.2,0 a 10,Mara Eibl-Eibesfeldt
8304,Thanatomorphose,5.686,0 a 10,Éric Falardeau
8305,Thanksgiving,0.0,0 a 10,Austin J. Lawrence
8306,That Time I Get Reincarnated as a Slime: O Filme,7.4,0 a 10,Yasuhito Kikuchi
8307,The 100 Candles Game: The Last Possession,6.364,0 a 10,Carlos Goitia
8308,The 3DD Invader,5.6,0 a 10,Cash Chin Man-Kei
8309,The 4:30 Movie,8.0,0 a 10,Kevin Smith
8310,The Amazing World of Gumball: The Movie!,0.0,0 a 10,Ben Bocquelet
8311,The Architecture of Love,7.2,0 a 10,Teddy Soeriaatmadja
8312,The Banshees of Inisherin,4.5,0 a 10, Martin McDonagh
8313,The Battery,6.22,0 a 10,Jeremy Gardner
8314,The Beach Boys,6.591,0 a 10,Frank Marshall
8315,The Beanie Bubble - O Fenômeno das Pelúcias,6.595,0 a 10,Kristin Gore
8316,The Best Man,6.089,0 a 10,Shane Dax Taylor
8317,The Big Kahuna,6.761,0 a 10,John Swanbeck
8318,The Birdhouse,0.0,0 a 10,Romi Kim
8319,The Blackening,6.09,0 a 10,Tim Story
8320,The Blue Angels,6.524,0 a 10,Paul Crowder
8321,The Boy in the Woods,6.0,0 a 10,Rebecca Snow
8322,The Brave Little Toaster,6.898,0 a 10,Jerry Rees
8323,The Buckingham Murders,6.5,0 a 10,Hansal Mehta
8324,The Calculator,4.8,0 a 10,Dmitry Grachev
8325,The Canterville Ghost,6.4,0 a 10,Kim Burdon
8326,The Cases of Mystery Lane: Death is Listening,6.5,0 a 10,Mike Rohl
8327,The Cement Garden,6.916,0 a 10,Andrew Birkin
8328,The Childe,7.1,0 a 10,Park Hoon-jung
8329,The Color Purple,4.0,0 a 10, Blitz Bazawule
8330,The Color Purple: Nova Geração,4.0,0 a 10, Blitz Bazawule
8331,The Conjuring: Last Rites,0.0,0 a 10,Michael Chaves
8332,The Convert,6.151,0 a 10,Lee Tamahori
8333,The Critic,4.0,0 a 10,Anand Tucker
8334,The Cuckold,2.8,0 a 10,Jonathan Butler
8335,The Cult,8.0,0 a 10,Alexandre Alonso
8336,The Cursed,6.627,0 a 10,Sean Ellis
8337,The Dark and the Wicked,6.159,0 a 10,Bryan Bertino
8338,The Date,0.0,0 a 10,Amy Hodge
8339,The Dead Don't Hurt,6.402,0 a 10,Viggo Mortensen
8340,The Deep Dark,5.607,0 a 10,Mathieu Turi
8341,The Deserving,0.0,0 a 10,S. S. Arora
8342,The Devil's Candy,6.271,0 a 10,Sean Byrne
8343,The Disaster Artist,4.3,0 a 10, James Franco
8344,The Doors,7.125,0 a 10,Oliver Stone
8345,The Dry 2: Força da Natureza,6.7,0 a 10,Robert Connolly
8346,The Eternal Daughter,6.032,0 a 10,Joanna Hogg
8347,The Exorcists,3.692,0 a 10,Jose Prendes
8348,The Eye: A Herança,6.571,0 a 10,Oxide Chun Pang
8349,The Fable: The Killer Who Doesn't Kill,7.093,0 a 10,Kan Eguchi
8350,The First Hope,5.2,0 a 10,Jeremy David White
8351,The First Time,4.9,0 a 10,James Neilson
8352,The Five,6.09,0 a 10,Travis Mills
8353,The Flash,6.705,0 a 10,Andy Muschietti
8354,The Flight of Dragons,6.6,0 a 10,Jules Bass
8355,The Flood,6.429,0 a 10,Brandon Slagle
8356,The Front Line,7.192,0 a 10,Jang Hoon
8357,The Front Room,5.9,0 a 10,Max Eggers
8358,The Girl Who Escaped: The Kara Robinson Story,7.247,0 a 10,Simone Stock
8359,The Greasy Strangler,5.7,0 a 10,Jim Hosking
8360,The Great War,6.154,0 a 10,Chen Kaige
8361,The Holdovers,4.4,0 a 10, Alexander Payne
8362,The Holdovers 2,4.2,0 a 10, Alexander Payne
8363,The House,7.02,0 a 10,Paloma Baeza
8364,The Immortal Wars: Rebirth,7.038,0 a 10,Joe Lujan
8365,The Inbetweeners: O Filme,6.195,0 a 10,Ben Palmer
8366,The Jane Mysteries: Murder at Moseby,0.0,0 a 10,Marco Deufemia
8367,The Kill Room,5.966,0 a 10,Nicol Paone
8368,The Killer,4.3,0 a 10, David Fincher
8369,The Killer's Game,6.0,0 a 10,J.J. Perry
8370,The Killer: Reloaded,4.3,0 a 10, David Fincher
8371,The Kitchen,4.8,0 a 10,Kibwe Tavares
8372,The Lake,5.8,0 a 10,Lee Thongkham
8373,The Last Kingdom: Seven Kings Must Die,7.236,0 a 10,Edward Bazalgette
8374,The Last Kumite,6.8,0 a 10,Ross W. Clarkson
8375,The Last: Naruto O Filme,7.756,0 a 10,Tsuneo Kobayashi
8376,The Legend of Catclaws Mountain,6.269,0 a 10,Ritchie Greer
8377,The Legend of Maula Jatt,8.3,0 a 10,Bilal Lashari
8378,The Life of Chuck,0.0,0 a 10,Mike Flanagan
8379,The Loch Ness Horror,6.0,0 a 10,Tyler-James
8380,The Lockdown,6.0,0 a 10,Ryan C. Jaeger
8381,The Locksmith,5.711,0 a 10,Nicolas Harvard
8382,The Loud House: O Filme,7.3,0 a 10,Dave Needham
8383,The Love Witch,6.4,0 a 10,Anna Biller
8384,The Lunchbox,7.336,0 a 10,Ritesh Batra
8385,The Marvels,4.4,0 a 10, Nia DaCosta
8386,The Marvels 2,4.5,0 a 10, Nia DaCosta
8387,The Matchmaker's Playbook,7.212,0 a 10,Tosca Musk
8388,The Mehta Boys,0.0,0 a 10,Boman Irani
8389,The Mother,6.065,0 a 10,Roger Michell
8390,The Mouse Trap,5.0,0 a 10,Jamie Bailey
8391,The Nephew,5.8,0 a 10,Eugene Brady
8392,The Objective,5.458,0 a 10,Daniel Myrick
8393,The OctoGames,5.389,0 a 10,Aaron Mirtes
8394,The Old Guard,7.1,0 a 10,Gina Prince-Bythewood
8395,The Outrun,8.0,0 a 10,Nora Fingscheidt
8396,The Painter,6.3,0 a 10,Kimani Ray Smith
8397,The Palace,5.3,0 a 10,Roman Polanski
8398,The Paloni Show! Especial de Halloween,6.2,0 a 10,David Firth
8399,The Park,5.9,0 a 10,Shal Ngo
8400,The Pastor,0.0,0 a 10,Paco Aguilar
8401,The Perils of Pauline,6.2,0 a 10,George Marshall
8402,The Point Men,5.9,0 a 10,Yim Soon-rye
8403,The Porns,0.0,0 a 10,Diretor não encontrado
8404,The Post: A Guerra Secreta,7.009,0 a 10,Steven Spielberg
8405,The Price of Money: A Largo Winch Adventure,6.038,0 a 10,Olivier Masset-Depasse
8406,The Pride of the Yankees,7.4,0 a 10,Sam Wood
8407,The Promised Neverland,7.491,0 a 10,Yuichiro Hirakawa
8408,The Queen of Black Magic,6.692,0 a 10,Kimo Stamboel
8409,The Raven of Baltimore City,0.0,0 a 10,James Frommeyer
8410,The Red Pill,7.518,0 a 10,Cassie Jaye
8411,The Rocky Horror Picture Show,7.461,0 a 10,Jim Sharman
8412,The Room,4.034,0 a 10,Tommy Wiseau
8413,The Round Up: No Way Out,7.236,0 a 10,Lee Sang-yong
8414,The Royal Hotel,5.3,0 a 10,Kitty Green
8415,The Rule of Jenny Pen,0.0,0 a 10,James Ashcroft
8416,The Sadness,6.806,0 a 10,Rob Jabbaz
8417,The Salt Path,0.0,0 a 10,Marianne Elliott
8418,The Science of Interstellar,6.804,0 a 10,Gail Willumsen
8419,The Secret Garden,7.2,0 a 10,Fred M. Wilcox
8420,The Secret Kingdom,6.6,0 a 10,Matt Drummond
8421,The Serpent,6.159,0 a 10,Gia Skova
8422,The Seven Deadly Sins: Fúria de Edimburgo – Parte 2,7.107,0 a 10,Bob Shirohata
8423,The Shift - O Deslocamento,6.602,0 a 10,Brock Heasley
8424,The Six Triple Eight,0.0,0 a 10,Tyler Perry
8425,The Sky Crawlers – Eternamente,6.8,0 a 10,Mamoru Oshii
8426,The Spirit: O Filme,4.74,0 a 10,Frank Miller
8427,The Story of the Stone,0.0,0 a 10,Hu Mei
8428,The Strange Thing About the Johnsons,6.931,0 a 10,Ari Aster
8429,The Stranger by the Shore,7.883,0 a 10,Akiyo Ohashi
8430,The Superdeep,6.026,0 a 10,Arseny Syukhin
8431,The Thief and the Cobbler,7.1,0 a 10,Richard Williams
8432,The Thinning,6.754,0 a 10,Michael J. Gallagher
8433,The Torture: Beranak Dalam Kubur,0.0,0 a 10,Hendri Kurniawan WD
8434,The Trespasser,5.0,0 a 10,George Blair
8435,The Unhealer,6.1,0 a 10,Martin Guigui
8436,The Vampire Next Door,6.448,0 a 10,Sean King
8437,The Walking Dead: The Return,7.423,0 a 10,Jes Thorud
8438,The Wasp,5.8,0 a 10,Guillem Morales
8439,The Weapon,5.4,0 a 10,Tony Schiena
8440,The Well,5.905,0 a 10,Federico Zampaglione
8441,The Westerner,7.0,0 a 10,William Wyler
8442,The Witcher: Lenda do Lobo,7.511,0 a 10,Han Kwang-il
8443,Thelma,7.102,0 a 10,Josh Margolin
8444,Thelma & Louise,7.587,0 a 10,Ridley Scott
8445,"Thelma, O Unicórnio",7.108,0 a 10,Lynn Wang
8446,There Are No Saints,5.2,0 a 10,Alfonso Pineda Ulloa
8447,There's Only One Jimmy Grimble,6.785,0 a 10,John Hay
8448,Thinking XXX,5.5,0 a 10,Timothy Greenfield-Sanders
8449,This Is Me... Now: Uma História de Amor,5.275,0 a 10,Dave Meyers
8450,Thomas Crown - A Arte do Crime,6.739,0 a 10,John McTiernan
8451,Thor,6.769,0 a 10,Kenneth Branagh
8452,Thor: Amor e Trovão,6.447,0 a 10,Taika Waititi
8453,Thor: O Mundo Sombrio,6.525,0 a 10,Alan Taylor
8454,Thor: Ragnarok,7.591,0 a 10,Taika Waititi
8455,Three,5.429,0 a 10,Stewart Raffill
8456,Thriller - Um Filme Cruel,6.4,0 a 10,Bo Arne Vibenius
8457,Thriller Night,6.876,0 a 10,Sean Bishop
8458,Throuple,1.0,0 a 10,Aya Topacio
8459,Thugs Of Hindostan,5.505,0 a 10,Vijay Krishna Acharya
8460,Thunderbolt: Ação Sobre Rodas,6.4,0 a 10,Gordon Chan
8461,Tico e Teco: Defensores da Lei,7.01,0 a 10,Akiva Schaffer
8462,Tiempo de silencio y destrucción,0.0,0 a 10,Joan López Lloret
8463,Tiger 3,5.8,0 a 10,Maneesh Sharma
8464,Tigerland - A Caminho da Guerra,6.608,0 a 10,Joel Schumacher
8465,Tigrão: O Filme,6.5,0 a 10,Jun Falkenstein
8466,Timecop: O Guardião do Tempo,6.0,0 a 10,Peter Hyams
8467,Tin & Tina,5.991,0 a 10,Rubin Stein
8468,Tina & Téo: A Pedra Encantada,6.752,0 a 10,Andrea Deppert
8469,Tina - A Verdadeira História de Tina Turner,7.102,0 a 10,Brian Gibson
8470,Tinha Que Ser Ele?,6.375,0 a 10,John Hamburg
8471,Tinha Que Ser Você,6.286,0 a 10,Joel Hopkins
8472,Tinker Bell e o Monstro da Terra do Nunca,7.32,0 a 10,Steve Loter
8473,Tinker Bell e o Resgate da Fada,6.731,0 a 10,Bradley Raymond
8474,Tinker Bell e o Tesouro Perdido,6.78,0 a 10,Klay Hall
8475,Tinker Bell: Fadas e Piratas,6.94,0 a 10,Peggy Holmes
8476,Tinker Bell: O Segredo das Fadas,7.229,0 a 10,Peggy Holmes
8477,Tinker Bell: Uma Aventura no Mundo das Fadas,6.9,0 a 10,Bradley Raymond
8478,Tio Drew,6.685,0 a 10,Charles Stone III
8479,Tiozões,6.215,0 a 10,Bill Burr
8480,Tipos de Gentileza,6.643,0 a 10,Yorgos Lanthimos
8481,Tirando a Maior Onda: O Filme,6.6,0 a 10,Chris Henchy
8482,Tirando o Atraso,5.93,0 a 10,Dan Mazer
8483,"Tiras, Só Que Não",6.465,0 a 10,Luke Greenfield
8484,Tiro Certo,6.8,0 a 10,James Nunn
8485,Tiro e Queda,5.894,0 a 10,Kirk Wong Chi-Keung
8486,Titane,6.39,0 a 10,Julia Ducournau
8487,Titanic,4.6,0 a 10,James Cameron
8488,Titanic II,4.931,0 a 10,Shane van Dyke
8489,Titã,5.323,0 a 10,Lennart Ruff
8490,To End All War: Oppenheimer & the Atomic Bomb,7.76,0 a 10,Christopher Cassel
8491,To Your Last Death,5.804,0 a 10,Jason Axinn
8492,Toc Toc,7.105,0 a 10,Vicente Villanueva
8493,Tocaia,6.46,0 a 10,John Badham
8494,Toda Arte é Perigosa,5.37,0 a 10,Dan Gilroy
8495,Todas Contra John,6.1,0 a 10,Betty Thomas
8496,Todas as Garotas do Presidente,5.9,0 a 10,Andrew Fleming
8497,Todas as Mulheres Fazem,4.927,0 a 10,Tinto Brass
8498,Todo Dia,7.234,0 a 10,Michael Sucsy
8499,Todo Dia Uma Vida,7.658,0 a 10,Baik
8500,Todo Mundo Quase Morto,7.544,0 a 10,Edgar Wright
8501,Todo Mundo em Pânico,6.355,0 a 10,Keenen Ivory Wayans
8502,Todo Mundo em Pânico 2,5.801,0 a 10,Keenen Ivory Wayans
8503,Todo Mundo em Pânico 3,5.974,0 a 10,David Zucker
8504,Todo Mundo em Pânico 4,5.477,0 a 10,David Zucker
8505,Todo Mundo em Pânico 5,4.798,0 a 10,Malcolm D. Lee
8506,Todo Poderoso,6.714,0 a 10,Tom Shadyac
8507,Todo Tempo Que Temos,0.0,0 a 10,John Crowley
8508,Todo o Dinheiro do Mundo,6.471,0 a 10,Ridley Scott
8509,Todo o Silêncio,7.475,0 a 10,Diego Del Río
8510,Todos Menos Você,6.979,0 a 10,Will Gluck
8511,Todos Nós Desconhecidos,7.496,0 a 10,Andrew Haigh
8512,Todos os Cães Merecem o Céu,6.759,0 a 10,Don Bluth
8513,Todos os Homens do Presidente,7.67,0 a 10,Alan J. Pakula
8514,Todos os Tons do Prazer,4.903,0 a 10,Zalman King
8515,Togo,8.155,0 a 10,Ericson Core
8516,Tokyo Ghoul: Jack,7.7,0 a 10,Soichi Shimada
8517,Tokyo Ghoul: Pinto,7.4,0 a 10,Tadahito Matsubayashi
8518,Tom & Jerry no Velho Oeste,6.9,0 a 10,Darrell Van Citters
8519,Tom & Jerry: A Fantástica Fábrica de Chocolates,6.714,0 a 10,Spike Brandt
8520,Tom & Jerry: O Anel Mágico,6.372,0 a 10,James T. Walker
8521,Tom & Jerry: O Filme,6.785,0 a 10,Tim Story
8522,Tom & Jerry: O Mágico de Oz,6.2,0 a 10,Spike Brandt
8523,Tom & Jerry: Terra do Boneco de Neve,6.8,0 a 10,Darrell Van Citters
8524,Tom & Jerry: Velozes e Ferozes,7.016,0 a 10,Bill Kopp
8525,Tom na Fazenda,6.816,0 a 10,Xavier Dolan
8526,Tomates Verdes Fritos,7.7,0 a 10,Jon Avnet
8527,Tomb Raider: A Origem,6.362,0 a 10,Roar Uthaug
8528,Tomb of the River,6.3,0 a 10,Yoon Young-bin
8529,Tombstone: A Justiça Está Chegando,7.6,0 a 10,George P. Cosmatos
8530,Tomorrowland: Um Lugar Onde Nada é Impossível,6.277,0 a 10,Brad Bird
8531,Toolbox Murders,5.7,0 a 10,Tobe Hooper
8532,Top Gang 2! A Missão,6.541,0 a 10,Jim Abrahams
8533,Top Gang! Ases Muito Loucos,6.575,0 a 10,Jim Abrahams
8534,Top Girls,0.0,0 a 10,Max Stafford-Clark
8535,Top Gun - Ases Indomáveis,7.1,0 a 10,Tony Scott
8536,Top Gun: Maverick,4.6,0 a 10, Joseph Kosinski
8537,Top Gunner: Zona de Perigo,5.914,0 a 10,Glenn Miller
8538,Topuria. Matador,0.0,0 a 10,Giampaolo Manfreda
8539,Toque de Recolher,6.8,0 a 10,Harold Becker
8540,Tora! Tora! Tora!,7.2,0 a 10,Richard Fleischer
8541,Tormenta,6.267,0 a 10,Ridley Scott
8542,Torrentes de Paixão,6.776,0 a 10,Henry Hathaway
8543,Torturada Pelo Próprio Pai,7.684,0 a 10,Elisabeth Röhm
8544,Totalmente Selvagem,6.548,0 a 10,Jonathan Demme
8545,Touro Indomável,7.933,0 a 10,Martin Scorsese
8546,Toxic Harmony,0.0,0 a 10,Kevin Arbouet
8547,Toxic Sicily,0.0,0 a 10,François-Xavier Destors
8548,Toy Story,4.6,0 a 10, John Lasseter
8549,Toy Story 2,7.597,0 a 10,John Lasseter
8550,Toy Story 3,4.7,0 a 10,Lee Unkrich
8551,Toy Story 4,7.493,0 a 10,Josh Cooley
8552,Toy Story 5,0.0,0 a 10,Andrew Stanton
8553,Toy Story Toons: Festa-Sauro Rex,7.136,0 a 10,Mark A. Walsh
8554,Toy Story Toons: Férias no Havaí,6.97,0 a 10,Gary Rydstrom
8555,Toy Story Toons: Um Pequeno Grande Erro,6.875,0 a 10,Angus MacLane
8556,Toy Story: Esquecidos Pelo Tempo,7.01,0 a 10,Steve Purcell
8557,Toy Story: Um Mundo de Aventuras,7.971,0 a 10,John Lasseter
8558,Trabalho de Amor Perdido,0.0,0 a 10,Vinícius Romero
8559,Tracers: Nos Limites,6.0,0 a 10,Daniel Benmayor
8560,Traffic: Ninguém Sai Limpo,7.059,0 a 10,Steven Soderbergh
8561,Trainspotting: Sem Limites,7.968,0 a 10,Danny Boyle
8562,Traição em Hong Kong,5.0,0 a 10,Olivier Assayas
8563,Trama Fantasma,7.316,0 a 10,Paul Thomas Anderson
8564,Trancada,6.861,0 a 10,D. J. Caruso
8565,Tranquille donne di campagna,4.4,0 a 10,Claudio Giorgi
8566,Transação Perigosa,5.9,0 a 10,Randall Emmett
8567,Transcendence: A Revolução,6.042,0 a 10,Wally Pfister
8568,Transformers,4.3,0 a 10,Michael Bay
8569,Transformers - O Filme,7.1,0 a 10,Nelson Shin
8570,Transformers Prime Beast Hunters: Predacons Rising,8.153,0 a 10,Vinton Heuck
8571,Transformers: A Era da Extinção,5.939,0 a 10,Michael Bay
8572,Transformers: A Vingança dos Derrotados,6.189,0 a 10,Michael Bay
8573,Transformers: Beginnings,6.905,0 a 10,Craig Phillips
8574,Transformers: O Despertar das Feras,7.311,0 a 10,Steven Caple Jr.
8575,Transformers: O Início,7.594,0 a 10,Josh Cooley
8576,Transformers: O Lado Oculto da Lua,6.206,0 a 10,Michael Bay
8577,Transformers: O Último Cavaleiro,6.058,0 a 10,Michael Bay
8578,Transformers: Rise of the Beasts 2,0.0,0 a 10,Diretor não encontrado
8579,Transformers: Rise of the Beasts 3,0.0,0 a 10,Diretor não encontrado
8580,Transfusão,6.1,0 a 10,Matt Nable
8581,Trapaça,6.855,0 a 10,David O. Russell
8582,Trash - A Esperança Vem do Lixo,7.098,0 a 10,Stephen Daldry
8583,Tratamento de Choque,6.144,0 a 10,Peter Segal
8584,Travessuras de Natal,6.207,0 a 10,Alberto Belli
8585,Traídos pelo desejo,6.8,0 a 10,Neil Jordan
8586,Tre metri sopra il cielo,5.73,0 a 10,Luca Lucini
8587,Treinando o Papai,6.485,0 a 10,Andy Fickman
8588,Trem-Bala,7.458,0 a 10,David Leitch
8589,Treze Homens e um Novo Segredo,6.726,0 a 10,Steven Soderbergh
8590,Treze Vidas: O Resgate,7.9,0 a 10,Ron Howard
8591,Trilogia do Terror,6.22,0 a 10,Dan Curtis
8592,Trinil: Kembalikan Tubuhku,5.2,0 a 10,Hanung Bramantyo
8593,Trinity Ainda é Meu Nome,7.432,0 a 10,Enzo Barboni
8594,Trinity é o Meu Nome,7.569,0 a 10,Enzo Barboni
8595,Tripla Ameaça,6.4,0 a 10,Jesse V. Johnson
8596,Triple 9: Polícia em Poder da Máfia,5.973,0 a 10,John Hillcoat
8597,Triple Oh!,0.0,0 a 10,Poppy Stockwell
8598,Triplo X,5.938,0 a 10,Rob Cohen
8599,Triângulo da Tristeza,7.09,0 a 10,Ruben Östlund
8600,Triângulo do Medo,6.926,0 a 10,Christopher Smith
8601,Trocados,6.406,0 a 10,McG
8602,Trocando as Bolas,7.22,0 a 10,John Landis
8603,Trocando os Pés,5.858,0 a 10,Tom McCarthy
8604,Troco em Dobro,6.537,0 a 10,Peter Berg
8605,Trolls,6.645,0 a 10,Mike Mitchell
8606,Trolls 2,7.301,0 a 10,Walt Dohrn
8607,Trolls 3: Juntos Novamente,7.3,0 a 10,Walt Dohrn
8608,Trolls: Celebrando em Harmonia,7.2,0 a 10,Sean Charmatz
8609,Tromeo & Juliet,6.0,0 a 10,Lloyd Kaufman
8610,Tron: O Legado,6.5,0 a 10,Joseph Kosinski
8611,Tron: Uma Odisseia Eletrônica,6.658,0 a 10,Steven Lisberger
8612,Tropa de Elite,8.056,0 a 10,José Padilha
8613,Tropa de Elite 2: O Inimigo Agora é Outro,7.81,0 a 10,José Padilha
8614,Tropas Estelares,7.068,0 a 10,Paul Verhoeven
8615,Tropas Estelares 2,4.356,0 a 10,Phil Tippett
8616,Tropas Estelares 3,4.808,0 a 10,Edward Neumeier
8617,Tropas Estelares: A Invasão,5.833,0 a 10,Shinji Aramaki
8618,Tropas Estelares: Invasores de Marte,5.867,0 a 10,Shinji Aramaki
8619,Trovão Tropical,4.2,0 a 10,Ben Stiller
8620,Truck Stop Women,4.7,0 a 10,Mark L. Lester
8621,True Lies,7.1,0 a 10,James Cameron
8622,Truque de Mestre,7.341,0 a 10,Louis Leterrier
8623,Truque de Mestre: O 2º Ato,6.827,0 a 10,Jon M. Chu
8624,Truques da Paquera,7.0,0 a 10,Jim Fall
8625,Truth or Dare,5.346,0 a 10,Nick Simon
8626,"Tráfico, Bem-vindo à América",6.929,0 a 10,Marco Kreuzpaintner
8627,"Três Amigas, Todos os Domingos",7.333,0 a 10,Tina Mabry
8628,Três Anúncios Para Um Crime,8.071,0 a 10,Martin McDonagh
8629,Três Dias do Condor,7.3,0 a 10,Sydney Pollack
8630,Três Homens em Conflito,8.461,0 a 10,Sergio Leone
8631,Três Ladrões e um Bebê,6.961,0 a 10,Benny Chan
8632,Três Reis,6.658,0 a 10,David O. Russell
8633,Três Vezes Amor,6.941,0 a 10,Adam Brooks
8634,Três Vidas e Um Destino,5.9,0 a 10,John Duigan
8635,Três é Demais,7.403,0 a 10,Wes Anderson
8636,Tróia,7.162,0 a 10,Wolfgang Petersen
8637,Tsunami: A Fúria do Oceano,6.893,0 a 10,JK Youn
8638,Tubarão,7.664,0 a 10,Steven Spielberg
8639,Tubarão 2,5.979,0 a 10,Jeannot Szwarc
8640,Tubarão 3,4.4,0 a 10,Joe Alves
8641,Tubarão 4: A Vingança,4.1,0 a 10,Joseph Sargent
8642,Tubarão: Mar de Sangue,5.697,0 a 10,James Nunn
8643,Tubero,4.8,0 a 10,Topel Lee
8644,Tucker e Dale Contra o Mal,7.365,0 a 10,Eli Craig
8645,"Tucker, um Homem e seu Sonho",6.721,0 a 10,Francis Ford Coppola
8646,Tudo Acontece em Elizabethtown,6.19,0 a 10,Cameron Crowe
8647,Tudo Pelo Poder,6.675,0 a 10,George Clooney
8648,Tudo Pode dar Certo,7.1,0 a 10,Woody Allen
8649,Tudo Por Ela,6.98,0 a 10,Fred Cavayé
8650,Tudo Por Justiça,6.574,0 a 10,Scott Cooper
8651,Tudo Por Uma Esmeralda,6.757,0 a 10,Robert Zemeckis
8652,Tudo Que Uma Garota Quer,6.3,0 a 10,Dennie Gordon
8653,Tudo Sobre Sexo,6.103,0 a 10,Dakota Gorman
8654,Tudo e Todas as Coisas,7.247,0 a 10,Stella Meghie
8655,Tudo em Família,5.891,0 a 10,Richard LaGravenese
8656,Tudo em Todo Lugar ao Mesmo Tempo,4.8,0 a 10, Daniel Kwan & Daniel Scheinert
8657,Tudo em Todo o Lugar ao Mesmo Tempo,7.783,0 a 10,Daniel Scheinert
8658,Tudo o que Você Sempre Quis Saber Sobre Sexo (Mas Tinha Medo de Perguntar),6.534,0 a 10,Woody Allen
8659,Tudo para Ficar com Ele,5.546,0 a 10,Roger Kumble
8660,Tudo pela Honra do Meu Pai,3.583,0 a 10,Don Michael Paul
8661,Tudo pela Vitória,6.886,0 a 10,Peter Berg
8662,Tudo por Ela,6.787,0 a 10,Ryuichi Hiroki
8663,Tudo por um Furo,6.144,0 a 10,Adam McKay
8664,Tudo por um Segredo,6.085,0 a 10,Anthony Russo
8665,Tudo sobre Lily Chou Chou,7.3,0 a 10,Shunji Iwai
8666,Tuesday: O Último Abraço,6.656,0 a 10,Daina Oniunas-Pusić
8667,Tuhog,6.0,0 a 10,G.B. Sampedro
8668,Tumbbad,7.494,0 a 10,Rahi Anil Barve
8669,Turbo,6.214,0 a 10,David Soren
8670,Turbo: Power Rangers 2,5.7,0 a 10,Shuki Levy
8671,Turista Espacial,7.188,0 a 10,Coline Serreau
8672,Turno Maldito,6.314,0 a 10,Benjamin China
8673,Tusk: A Transformação,5.485,0 a 10,Kevin Smith
8674,Twin Peaks: Os Últimos Dias de Laura Palmer,7.362,0 a 10,David Lynch
8675,Twister,6.521,0 a 10,Jan de Bont
8676,Twisters,6.985,0 a 10,Lee Isaac Chung
8677,Twitches: As Bruxinhas Gêmeas,6.7,0 a 10,Stuart Gillard
8678,Twitches: As Bruxinhas Gêmeas 2,6.7,0 a 10,Stuart Gillard
8679,Tyler Perry's The Family That Preys,6.8,0 a 10,Tyler Perry
8680,TÁR,7.1,0 a 10,Todd Field
8681,Tá Chovendo Hambúrguer,6.626,0 a 10,Christopher Miller
8682,Tá Chovendo Hambúrguer 2,6.441,0 a 10,Kris Pearn
8683,Tá Dando Onda,6.4,0 a 10,Chris Buck
8684,Tá Dando Onda 2,6.077,0 a 10,Henry Yu
8685,Tá Todo Mundo Louco!,6.256,0 a 10,Jerry Zucker
8686,Tár,4.7,0 a 10, Todd Field
8687,Táticas do Amor,7.1,0 a 10,Emre Kabakuşak
8688,Táxi,5.593,0 a 10,Tim Story
8689,Táxi - Velocidade nas Ruas,6.7,0 a 10,Gérard Pirès
8690,Táxi 2,6.248,0 a 10,Gérard Krawczyk
8691,Tão Forte e Tão Perto,6.972,0 a 10,Stephen Daldry
8692,Título (Ano),Classificação,0 a 10,Direção
